station,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
風早,0,0,0,0.001992032,0,0,0.002252252,0,0,0,0
田立,0,0,0,0,0,0,0,0,0,0,0
湯沢,0,0,0,0,0,0,0.00070922,0,0,0,0
醒ヶ井,0,0,0,0,0,0,0,0,0,0,0
白馬,0,0,0,0,0,0,0.001557632,0,0,0,0
白沢,0,0,0,0,0,0,0,0,0,0,0
石見津田,0,0,0,0,0.03125,0.029411765,0.027777778,0,0,0,0
土佐大津,0,0.001196172,0,0,0,0,0.001154734,0,0,0,0
天王町,0,3.66E-05,0,0,0,3.65E-05,3.59E-05,0,0,0,0
渡波,0,0,0,0,0,0,0.001014199,0,0,0,0
上野幌,0,0,0.000183621,0,0,0.00018162,0.000176118,0,0,0,0
狛江,0,0,0,0,0,0,2.15E-05,0,0,0,0
松山町,0,0,0,0,0,0,0.000796178,0,0,0,0
運動公園,0,0,0,0,0,0,0,0,0,0,0
希望ヶ丘,0,0,0,0,0,2.86E-05,8.53E-05,0,0,0,0
西向日,0,0,9.07E-05,0,0,0,9.89E-05,0,0,0,0
山科,0,0,0,1.50E-05,0,0,1.46E-05,0,0,0,0
宮島口,0,0,0,0,0.00024432,0.000117096,0.000110229,0,0,0,0
築地口,0,9.66E-05,0,0,9.83E-05,0,0.000101616,0,0,0,0
八景水谷,0,0,0.002544529,0,0,0.003215434,0.003012048,0,0,0,0
河内国分,0,0,0,0.00013071,0.000392131,6.33E-05,0.00012655,0,0,0,0
荏原中延,0,0.000239885,0,0,0,7.63E-05,7.63E-05,0,0,0,0
宇部,0,0,0,0.000267809,0,0,0.000262605,0,0,0,0
武庫川,0,0,3.56E-05,0,0,0,7.23E-05,0,0,0,0
大寺,0,0,0,0,0.076923077,0,0.0625,0,0,0,0
遠州小林,0,0,0,0,0,0,0.000381971,0,0,0,0
錦岡,0,0.001506024,0.001519757,0,0,0,0,0,0,0,0
山形,0,0,0,4.60E-05,0,0,9.32E-05,0,0,0,0
紀伊山田,0,0,0,0,0,0.000721501,0.000744048,0,0,0,0
野上原,0,0,0,0,0,0,0,0,0,0,0
玉川村,0,0,0,0,0,0.002487562,0.002564103,0,0,0,0
大同町,0,0,0,0,0,0,0,0,0,0,0
四辻,0,0.001488095,0,0.001402525,0,0,0.00137741,0,0,0,0
浜寺公園,0,0,0,0,0,0,0.000232883,0,0,0,0
三越前,0,0,0,0,0,0,7.86E-06,0,0,0,0
長浜,0,0.000108085,0,0.000110436,0,0,0.000108202,0,0,0,0
南大分,0,0,0,0,0,0,0,0,0,0,0
荏原町,0,0,0,0,6.04E-05,0,0.000121795,0,0,0,0
北中込,0,0,0,0,0,0,0,0,0,0,0
大村,0,0,0.00120048,0,0,0,0.001157407,0,0,0,0
おかどめ幸福,0,0,0,0,0,0,0.006097561,0,0,0,0
河内山本,0,0,0,0,0,0,5.03E-05,0,0,0,0
魚沼中条,0,0,0,0,0,0,0,0,0,0,0
王子公園,0,0,0,0,0,0,5.38E-05,0,0,0,0
三河上郷,0,0,0,0,0,0,0.000536769,0,0,0,0
粟生,0,0,0,0,0,0,0,0,0,0,0
大門,0,0,0,0,0,0,0,0,0,0,0
中国勝山,0,0.002645503,0,0,0,0,0.001432665,0,0,0,0
南三原,0,0,0,0,0,0,0.000996016,0,0,0,0
下深川,0,0,0,0,0,0,0.000322373,0,0,0,0
結崎,0,0,0.000236574,0,0,0,0.000493462,0,0,0,0
三河大塚,0,0,0,0,0,0,0,0,0,0,0
木幡,0,0,0,0,0.000181028,0.000183419,0.000185254,0,0,0,0
武蔵横手,0,0.002159827,0,0,0,0,0.003144654,0,0,0,0
初台,0,0,0,1.80E-05,0,0,1.61E-05,0,0,0,0
鷺沼,0,1.70E-05,0,1.64E-05,0,0,3.22E-05,0,0,0,0
竹沢,0,0,0,0,0,0,0,0,0,0,0
田原町,0,0,0,0,0,0,0.00104712,0,0,0,0
富士山,0,0,0,0,0,0,0.000575043,0,0,0,0
新神戸,0,0,0,0,0,0,0,0,0,0,0
広尾,0,0,1.78E-05,0,0,0,4.87E-05,0,0,0,0
滝谷不動,0,0.000138812,0.000301386,0,0,0.000151515,0.000151515,0,0,0,0
市役所前,0,0,0,0,0,0,0.001183432,0,0,0,0
北久里浜,0,0,0,3.66E-05,3.66E-05,0,3.67E-05,0,0,0,0
四ツ倉,0,0,0,0,0.000718391,0.000783699,0.000761035,0,0,0,0
紀伊由良,0,0,0,0,0,0,0.00140056,0,0,0,0
関屋,0,0,0,0.000255493,0,0.000260688,0.000257998,0,0,0,0
黒子,0,0.00621118,0.005291005,0,0,0,0.005494505,0,0,0,0
吉良吉田,0,0,0,0,0,0,0,0,0,0,0
馬込,0,0,0,4.07E-05,0,0,7.59E-05,0,0,0,0
竜野,0,0.000248262,0,0,0,0,0.000229674,0,0,0,0
田村,0,0,0,0,0,0,0.000368732,0,0,0,0
要田,0,0,0,0,0,0,0,0,0,0,0
伊予富田,0,0,0,0,0.004716981,0,0.004237288,0,0,0,0
坂北,0,0,0,0,0,0,0.003676471,0,0,0,0
飯詰,0,0,0,0,0,0,0.002857143,0,0,0,0
名取,0,0,0,0,0,0,0,0,0,0,0
長堀橋,0,0,0,0,0,0,0,0,0,0,0
高橋,0,0,0,0,0,0,0,0,0,0,0
本千葉,0,0,0,0,5.10E-05,0,4.78E-05,0,0,0,0
枚方公園,0,0,0,0,0,0,5.40E-05,0,0,0,0
川間,0,0,0,0,0,0,5.87E-05,0,0,0,0
渋沢,0,0,3.57E-05,0,3.60E-05,0,3.50E-05,0,0,0,0
羽黒,0,0,0,0,0,0,0,0,0,0,0
北常盤,0,0,0,0,0,0,0.001072961,0,0,0,0
高光,0,0,0,0,0,0.083333333,0.1,0,0,0,0
入野,0,0,0.002074689,0,0,0,0.002040816,0,0,0,0
泉田,0,0,0,0,0,0,0,0,0,0,0
馬庭,0,0,0,0,0.002531646,0,0.005050505,0,0,0,0
島原,0,0,0,0,0,0,0.001113586,0,0,0,0
青山一丁目,0,0,0,0,2.75E-05,0,1.31E-05,0,0,0,0
都農,0,0,0,0,0,0,0,0,0,0,0
千代田,0,6.43E-05,0,0,0,0.000136147,7.05E-05,0,0,0,0
野田,0,0,0,4.24E-05,0,0,8.30E-05,0,0,0,0
鴻池新田,0,3.77E-05,3.78E-05,3.70E-05,0,3.68E-05,3.69E-05,0,0,0,0
都立家政,0,5.87E-05,0,0.000113921,0.000114227,5.52E-05,5.41E-05,0,0,0,0
布崎,0,0,0,0,0,0.008264463,0.007874016,0,0,0,0
駒沢大学,0,4.27E-05,1.38E-05,1.35E-05,1.36E-05,1.30E-05,1.30E-05,0,0,0,0
高の原,0,0,2.81E-05,2.81E-05,2.81E-05,0,2.81E-05,0,0,0,0
国定,0,0.000385802,0,0,0.000347705,0,0.000319693,0,0,0,0
揖屋,0,0,0,0,0,0,0.001422475,0,0,0,0
松山,0,0,0,0.029411765,0,0,0.04,0,0,0,0
丸の内,0,0,0,0,0,0,0,0,0,0,0
鶴舞,0,4.06E-05,0,0,0,3.88E-05,3.73E-05,0,0,0,0
島氏永,0,0,0,0,0,0,0,0,0,0,0
春日井,0,0,0,0,0,0,0,0,0,0,0
矢加部,0,0,0,0,0,0,0.005494505,0,0,0,0
石巻,0,0,0,0,0,0,0,0,0,0,0
栗熊,0,0.001814882,0.001872659,0.001945525,0,0,0.001733102,0,0,0,0
光明寺,0,0,0.023255814,0,0,0,0.03030303,0,0,0,0
三ヶ根,0,0,0,0,0,0,0,0,0,0,0
梁川,0,0,0,0,0,0,0,0,0,0,0
佐貫町,0,0,0,0,0,0.003558719,0.001805054,0,0,0,0
東淀川,0,0,0,0,0,6.12E-05,0.000121036,0,0,0,0
桂,0,0,0,0,0,0,0,0,0,0,0
調川,0,0,0,0.009009009,0,0,0.00877193,0,0,0,0
教会前,0,0,0,0,0,0,0.014705882,0,0,0,0
千船,0,0,0,0,0,0,5.42E-05,0,0,0,0
郷原,0,0,0,0,0,0,0,0,0,0,0
仁保津,0,0,0,0,0,0,0.00127551,0,0,0,0
岡崎公園前,0,0,0,0,0,0,0,0,0,0,0
伊予横田,0,0,0,0.003623188,0,0,0.004166667,0,0,0,0
三妻,0,0.00625,0,0,0,0,0.004464286,0,0,0,0
小野田,0,0,0,0,0,0,0,0,0,0,0
関大前,0,0,0,0,5.74E-05,0,3.56E-05,0,0,0,0
和佐,0,0,0,0,0,0,0.006493506,0,0,0,0
水無瀬,0,0,0,0,0,0,0.00010502,0,0,0,0
美咲が丘,0,0,0,0,0,0,0,0,0,0,0
六甲道,0,2.02E-05,0,0,0,0,3.78E-05,0,0,0,0
高見ノ里,0,0.00017322,0,0,0,0.000154083,0.000308166,0,0,0,0
摂津本山,0,2.18E-05,0,0,2.24E-05,2.17E-05,2.17E-05,0,0,0,0
亀有,0,0,0,1.27E-05,0,0,2.44E-05,0,0,0,0
芦原町,0,0.005405405,0,0,0,0,0.005714286,0,0,0,0
北柏,0,0,0,0,2.53E-05,2.57E-05,2.57E-05,0,0,0,0
元住吉,0,0,0,1.57E-05,1.57E-05,0,1.56E-05,0,0,0,0
宝町,0,0,0,0,0,0,3.57E-05,0,0,0,0
茶屋ヶ坂,0,0,0,0,0,0,7.39E-05,0,0,0,0
京阪山科,0,0,0,0,0,0,0.000224165,0,0,0,0
ひろせ野鳥の森,0,0,0,0,0,0,0.000856898,0,0,0,0
日向,0,0,0.000386399,0.000397456,0,0.000449236,0.000466853,0,0,0,0
つくし野,0,0.000165769,8.29E-05,0,8.29E-05,0.000164799,8.24E-05,0,0,0,0
三河鹿島,0,0,0,0,0,0,0,0,0,0,0
津ノ井,0,0,0.000745156,0,0,0,0.000830565,0,0,0,0
本由良,0,0,0,0,0,0,0.001992032,0,0,0,0
飯田橋,0,1.11E-05,0,1.09E-05,5.48E-06,5.47E-06,5.32E-06,0,0,0,0
佐々,0,0,0,0.001779359,0,0,0.001675042,0,0,0,0
並河,0,0,0.000333444,0,0,0,0.000155087,0,0,0,0
折尾,0,0,0,0,0,0,0,0,0,0,0
小諸,0,0,0,0,0,0,0.000289855,0,0,0,0
千徳,0,0,0,0,0,0,0,0,0,0,0
光の森,0,0,0,0,0,0,0,0,0,0,0
田園調布,0,0,0,0,0,0,0,0,0,0,0
恵庭,0,0.000152742,7.42E-05,0,0.000142187,7.00E-05,6.92E-05,0,0,0,0
布部,0,0,0,0,0,0,0,0,0,0,0
芦野公園,0,0,0,0,0,0,0.014492754,0,0,0,0
武蔵引田,0,0,0,0,0.000120627,0,0.000282646,0,0,0,0
湯浅,0,0,0,0.000398248,0,0,0.000457038,0,0,0,0
朝来,0,0,0,0.001639344,0,0,0.001915709,0,0,0,0
乃木,0,0,0,0.000569152,0,0,0.000572082,0,0,0,0
王子,0,8.14E-06,8.29E-06,1.65E-05,8.19E-06,0,8.04E-06,0,0,0,0
韮山,0,0,0,0,0,0,0.000732064,0,0,0,0
大津京,0,5.42E-05,0,0,0,0,5.33E-05,0,0,0,0
猿和田,0,0,0,0,0,0,0,0,0,0,0
東向日,0,0,0,0,6.47E-05,0.00013575,7.70E-05,0,0,0,0
嵯峨嵐山,0,0,0.00017078,8.27E-05,8.03E-05,0,6.67E-05,0,0,0,0
生麦,0,0,3.62E-05,0,3.57E-05,0,3.46E-05,0,0,0,0
東福寺,0,0,0,0,0,0,5.19E-05,0,0,0,0
花月園前,0,0.00015949,0,0,0,0,0.000152346,0,0,0,0
根津,0,0,0,0,0.000113092,3.63E-05,3.53E-05,0,0,0,0
竹田,0,0,0,0,0.002793296,0,0.002890173,0,0,0,0
竹鼻,0,0,0,0,0,0,0,0,0,0,0
京終,0,0,0.00084246,0,0,0,0.000712251,0,0,0,0
越谷レイクタウン,0,0,0,0,0,0,2.07E-05,0,0,0,0
長峰,0,0,0,0,0,0,0,0,0,0,0
東岡崎,0,0,0,0,0,0,0,0,0,0,0
興戸,0,0,0,0,0,0,9.78E-05,0,0,0,0
天王洲アイル,0,0,0,0,0,0,2.77E-05,0,0,0,0
多度,0,0,0,0,0,0,0.001044932,0,0,0,0
神谷,0,0,0,0,0,0,0.008,0,0,0,0
坂越,0,0.000777001,0,0,0,0,0.000730994,0,0,0,0
里,0,0,0,0,0,0,0.013513514,0,0,0,0
北加賀屋,0,0,0,0,0,0,3.97E-05,0,0,0,0
泉,0,0,0,0.002777778,0.002415459,0,0.002336449,0,0,0,0
大和八木,0,6.24E-05,0,0,0,0,6.48E-05,0,0,0,0
基山,0,0,0,0,0,0,0,0,0,0,0
新居町,0,0,0,0,0,0,0,0,0,0,0
新日鉄前,0,0,0,0,0,0,0,0,0,0,0
高宮,0,0,0,0,5.35E-05,5.09E-05,5.04E-05,0,0,0,0
開発,0,0,0,0,0.003311258,0,0.003257329,0,0,0,0
慈眼寺,0,0,0,0,0,0,0,0,0,0,0
豊平公園,0,0.000109553,0,0,0,0,8.80E-05,0,0,0,0
稲荷山,0,0,0,0,0,0,0.001396648,0,0,0,0
下志比,0,0,0,0.009615385,0.010309278,0.010638298,0.011494253,0,0,0,0
赤坂,0,0,0,0,3.45E-05,0,3.22E-05,0,0,0,0
堅下,0,0,0,0,0.000259471,0,0.000263227,0,0,0,0
新鎌ヶ谷,0,0,0,0,0,0,0,0,0,0,0
本荘,0,0,0,0,0,0,0.01,0,0,0,0
さっぽろ,0,0,0,5.92E-06,0,0,5.71E-06,0,0,0,0
新越谷,0,0,0,0,6.99E-06,6.76E-06,6.64E-06,0,0,0,0
丹荘,0,0,0,0,0,0,0,0,0,0,0
いこいの広場,0,0,0,0,0,0,0.006535948,0,0,0,0
太田川,0,0,0,0,0,0,0,0,0,0,0
津,0,0,0,0,0,0,0,0,0,0,0
本宮,0,0,0,0,0,0,0.032258065,0,0,0,0
八積,0,0,0.000569476,0.000574053,0,0,0.000621891,0,0,0,0
海浜幕張,0,9.54E-06,9.30E-06,0,0,0,7.91E-06,0,0,0,0
安平,0,0,0,0,0,0,0,0,0,0,0
立会川,0,0,0,0,0,0,5.48E-05,0,0,0,0
高柳,0,0,0,0,0,0,7.22E-05,0,0,0,0
鰍沢口,0,0,0,0,0,0,0,0,0,0,0
瑞浪,0,0,0,0,0,0,0,0,0,0,0
箱根ヶ崎,0,0,0,0,0.000114077,0,0.000113148,0,0,0,0
木曽平沢,0,0,0,0,0,0,0,0,0,0,0
南越谷,0,1.52E-05,0,0,7.06E-06,0,6.82E-06,0,0,0,0
羽後亀田,0,0,0,0,0,0,0.006578947,0,0,0,0
大和西大寺,0,0,0,0,0,0,0,0,0,0,0
荻川,0,0,0.000268962,0.000266667,0,0,0.000264271,0,0,0,0
鶴橋,0,3.99E-05,0,7.61E-05,0.000111524,0,3.54E-05,0,0,0,0
浜松,0,0,0,0,0,0,0,0,0,0,0
古津,0,0,0,0,0,0,0,0,0,0,0
畝傍,0,0,0,0,0,0,0.001072961,0,0,0,0
忠岡,0,0,0.000105274,0,0,0,0.000104493,0,0,0,0
矢川,0,6.73E-05,6.76E-05,0,0,6.39E-05,0.0001241,0,0,0,0
六輪,0,0,0,0,0,0,0,0,0,0,0
東姫路,0,0,0,0,0,0,0.000618047,0,0,0,0
鳥栖,0,0,0,0,0,0,0,0,0,0,0
青笹,0,0,0,0,0,0,0,0,0,0,0
溝の口,0,0,0,0,5.02E-06,0,4.87E-06,0,0,0,0
梅戸井,0,0,0,0,0,0,0.003472222,0,0,0,0
千城台北,0,0,0,0,0,0,0.000500751,0,0,0,0
亀山,0,0,0,0,0,0,0,0,0,0,0
平磯,0,0,0.005952381,0,0,0,0.004878049,0,0,0,0
岸辺,0,0,3.36E-05,0,0,3.23E-05,3.21E-05,0,0,0,0
蓮沼,0,0.000137155,0,0.000131804,0.000129618,0.000123778,0.000123778,0,0,0,0
多々良,0,0,0,0,0,0,0.001436782,0,0,0,0
五十市,0,0,0,0,0,0,0,0,0,0,0
狭間,0,0,0,0.000140588,0,0,0.000129534,0,0,0,0
美作江見,0,0,0,0,0,0,0.009090909,0,0,0,0
円座,0,0,0,0.000684463,0,0.000621891,0.000592768,0,0,0,0
鹿島台,0,0,0,0,0.000263019,0,0.000285388,0,0,0,0
日本橋,0,1.22E-05,0,0,2.28E-05,0,1.05E-05,0,0,0,0
恵那,0,0,0,0,0,0,0.001240695,0,0,0,0
北浦和,0,0,2.02E-05,1.00E-05,9.86E-06,1.98E-05,9.68E-06,0,0,0,0
岩舟,0,0,0,0,0,0,0,0,0,0,0
三柿野,0,0,0,0,0,0,0,0,0,0,0
杭瀬,0,0,0.000111025,0.000109649,0,0.000113934,0.000112271,0,0,0,0
しんざ,0,0,0,0,0,0,0.008196721,0,0,0,0
唐崎,0,0.000286369,0,0.000274461,0,0.000134445,0.000131857,0,0,0,0
黒江,0,0,0,0,0,0,0.000190985,0,0,0,0
新取手,0,0,0.000437637,0,0,0.000490677,0.000494805,0,0,0,0
大清水,0,0.000340136,0.000332889,0,0,0,0.00033456,0,0,0,0
北国分,0,0,0,0,0,0,0.000124564,0,0,0,0
新飯塚,0,0,0,0,0,0,0,0,0,0,0
安芸川尻,0,0,0,0,0.000526316,0.000507099,0.000531915,0,0,0,0
雲井,0,0,0,0,0,0,0.002777778,0,0,0,0
大河原,0,0,0,0,0.000147319,0,0.000149477,0,0,0,0
渋川,0,0,0,0,0,0,0.000145307,0,0,0,0
三宮,0,0,0,0,8.34E-06,0,8.25E-06,0,0,0,0
笠寺,0,0,0,0,0,0,0,0,0,0,0
生見,0,0,0,0,0,0,0,0,0,0,0
由宇,0,0,0,0.000533903,0,0,0.001144165,0,0,0,0
讃岐津田,0,0,0,0,0,0,0.00094162,0,0,0,0
豊橋,0,0,0,0,0,0,0,0,0,0,0
高萩,0,0,0,0,0,0.00033036,0.000167112,0,0,0,0
田沼,0,0,0,0.001026694,0,0,0.001010101,0,0,0,0
長森,0,0,0,0,0,0,0,0,0,0,0
大釈迦,0,0,0,0,0,0,0,0,0,0,0
一ツ木,0,0,0,0,0,0,0,0,0,0,0
中神,0,0,0,0,0,0,4.59E-05,0,0,0,0
日向市,0,0,0,0,0,0,0,0,0,0,0
大森海岸,0,0,0,0,0,0,6.92E-05,0,0,0,0
鴨宮,0,0,0,0,3.85E-05,0,3.89E-05,0,0,0,0
医王寺前,0,0,0,0,0,0,0.001584786,0,0,0,0
新芝浦,0,0,0,0,0,0,0,0,0,0,0
大甕,0,0,0,0,0,0,5.12E-05,0,0,0,0
みなとみらい,0,1.67E-05,1.53E-05,0,0,0,1.21E-05,0,0,0,0
上川,0,0,0,0,0,0,0.003355705,0,0,0,0
帯織,0,0,0,0,0,0,0,0,0,0,0
稲積公園,0,0,0,0,0,0,0.000104145,0,0,0,0
鼓ヶ浦,0,0,0,0,0,0,0.000895255,0,0,0,0
油田,0,0,0,0,0,0,0.001736111,0,0,0,0
豊浦,0,0,0,0,0,0,0,0,0,0,0
市場,0,0,0,0,0,0,0.013157895,0,0,0,0
小樽,0,0,0,0,0,0,5.52E-05,0,0,0,0
河瀬,0,0,0,0,0,0,0.000165399,0,0,0,0
甲西,0,0,0,0.00021427,0,0.000205592,0.000203749,0,0,0,0
西小泉,0,0.000807103,0,0,0,0,0.00071736,0,0,0,0
北松本,0,0,0,0,0.000866551,0.000759878,0.000661376,0,0,0,0
大学前,0,0,0,0,0,0,0.000409836,0,0,0,0
名城公園,0,0,0,0,0,0,8.94E-05,0,0,0,0
中沢,0,0,0,0,0,0,0,0,0,0,0
桑園,0,0,0,5.17E-05,0,0,4.86E-05,0,0,0,0
桑名,0,0,0,0,0,0,0,0,0,0,0
妹尾,0,0,0.000167504,0,0,0,0.00015868,0,0,0,0
JR難波,0,0,0,0,0,0,2.01E-05,0,0,0,0
古高松南,0,0,0,0.002057613,0.00209205,0.002074689,0.00209205,0,0,0,0
一社,0,0,0,0,3.58E-05,0,3.48E-05,0,0,0,0
津軽尾上,0,0,0,0,0,0,0.002544529,0,0,0,0
北延岡,0,0,0,0,0,0,0,0,0,0,0
殿山,0,0,0,0.007092199,0,0,0.00621118,0,0,0,0
百草園,0,0,0,0,0.000132908,0.000126279,0,0,0,0,0
上尾幌,0,0,0,0,0,0,0,0,0,0,0
都府楼前,0,0.000162417,0.000158856,0.000155183,0.000156838,0.000152882,0,0,0,0,0
相模沼田,0,0,0,0,0,0.000331345,0,0,0,0,0
西中,0,0,0,0,0,0,0,0,0,0,0
合戦場,0,0,0,0,0,0.003355705,0,0,0,0,0
筑紫,0,0.00016415,0,0,0,0.000156814,0,0,0,0,0
豊清水,0,0,0,0,0,0,0,0,0,0,0
北池袋,0,0,0,0.000226603,0.000112095,0.000105385,0,0,0,0,0
古虎渓,0,0,0,0,0,0,0,0,0,0,0
比地大,0,0,0,0,0,0.003787879,0,0,0,0,0
白浜の宮,0,0,0,0.000206569,0,0.000206996,0,0,0,0,0
安曇川,0,0,0,0,0,0.000272331,0,0,0,0,0
名電長沢,0,0,0,0,0,0,0,0,0,0,0
新木曽川,0,0,0,0,0,0,0,0,0,0,0
中野栄,0,0,0,0,0,0.000109194,0,0,0,0,0
淡輪,0,0,0.000496771,0.0005,0,0.001857873,0,0,0,0,0
緑が丘,0,0,0,0.006097561,0,0,0,0,0,0,0
片倉,0,0,0,0,0,9.72E-05,0,0,0,0,0
野花南,0,0,0,0,0,0,0,0,0,0,0
神町,0,0,0,0,0,0,0,0,0,0,0
立小路,0,0,0,0,0,0,0,0,0,0,0
八事日赤,0,0,0,0,0,7.64E-05,0,0,0,0,0
鶴崎,0,0,0,0,0,0,0,0,0,0,0
半田,0,0,0,0,0,0,0,0,0,0,0
志摩赤崎,0,0,0,0,0,0.002309469,0,0,0,0,0
鹿家,0,0,0,0,0,0,0,0,0,0,0
新茂原,0,0,0,0.0003885,0,0.000808407,0,0,0,0,0
四郷,0,0,0,0,0,0.000769231,0,0,0,0,0
福居,0,0.001459854,0,0,0,0.001297017,0,0,0,0,0
帖佐,0,0,0,0,0,0,0,0,0,0,0
美濃津屋,0,0,0,0,0,0.003076923,0,0,0,0,0
北高崎,0,0,0,0,0,0.000317662,0,0,0,0,0
新市,0,0,0,0,0,0.002083333,0,0,0,0,0
鳥取大学前,0,0,0,0,0,0.000249501,0,0,0,0,0
相模湖,0,0,0,0,0,0.000198728,0,0,0,0,0
出来島,0,0,0,0,0,9.75E-05,0,0,0,0,0
聚楽園,0,0,0,0,0,0,0,0,0,0,0
中崎町,0,0,0,0,0,7.15E-05,0,0,0,0,0
谷川,0,0,0,0,0,0.002114165,0,0,0,0,0
豊後中川,0,0,0,0,0,0,0,0,0,0,0
神目,0,0,0.007246377,0,0,0.006944444,0,0,0,0,0
岩出山,0,0,0,0,0,0.002590674,0,0,0,0,0
藤野,0,0,0,0,0.000186846,0.000194326,0,0,0,0,0
八千代中央,0,0,4.66E-05,0,0,4.39E-05,0,0,0,0,0
新大楽毛,0,0,0,0,0,0,0,0,0,0,0
新古河,0,0,0,0,0,0.000520562,0,0,0,0,0
忍ヶ丘,0,6.08E-05,0,5.94E-05,6.01E-05,5.91E-05,0,0,0,0,0
小佐野,0,0,0,0,0,0.009090909,0,0,0,0,0
庄内通,0,0,0,0,0,7.47E-05,0,0,0,0,0
西前田,0,0.010309278,0,0,0,0.007936508,0,0,0,0,0
三軒茶屋,0,0,1.60E-05,0,0,1.51E-05,0,0,0,0,0
長坂,0,0.0004995,0,0,0,0.000452899,0,0,0,0,0
川跡,0,0,0,0,0,0.002631579,0,0,0,0,0
古賀,0,0,0,0,0,0,0,0,0,0,0
蚕ノ社,0,0,0,0,0,0.001828154,0,0,0,0,0
堀田,0,0,0,0,0,0,0,0,0,0,0
京王よみうりランド,0,0,0,8.54E-05,0,7.71E-05,0,0,0,0,0
中野島,0,7.02E-05,3.51E-05,0,0,3.48E-05,0,0,0,0,0
田山,0,0,0,0,0,0,0,0,0,0,0
光洋台,0,0,0,0,0.004,0.003731343,0,0,0,0,0
瀬戸市役所前,0,0,0,0,0,0,0,0,0,0,0
安倍川,0,0,0,0,0,0,0,0,0,0,0
新松戸,0,0,0,0,0,0,0,0,0,0,0
湯島,0,0,0,0,0,2.93E-05,0,0,0,0,0
東中野,0,0,0,0,2.53E-05,1.28E-05,0,0,0,0,0
鵜殿,0,0,0,0,0,0,0,0,0,0,0
五稜郭,0,0,0.000474834,0,0.000532481,0.001066098,0,0,0,0,0
猿橋,0,0,0,0,0,0.000340368,0,0,0,0,0
矢田前,0,0,0.001007049,0,0,0.000769231,0,0,0,0,0
戸手,0,0.001540832,0,0,0,0.001655629,0,0,0,0,0
和倉温泉,0,0,0,0,0,0.000798722,0,0,0,0,0
谷頭,0,0,0,0,0,0,0,0,0,0,0
周防下郷,0,0,0,0,0,0.00210084,0,0,0,0,0
道法寺,0,0,0,0,0,0.003831418,0,0,0,0,0
旭川,0,0,0,0,0,0,0,0,0,0,0
阿田和,0,0,0,0,0,0,0,0,0,0,0
有備館,0,0,0,0,0,0,0,0,0,0,0
南瀬高,0,0,0,0,0,0,0,0,0,0,0
下諏訪,0,0,0,0,0,0.000263852,0,0,0,0,0
名電赤坂,0,0,0,0,0,0,0,0,0,0,0
小波瀬西工大前,0,0,0,0,0,0,0,0,0,0,0
東開聞,0,0,0,0,0,0,0,0,0,0,0
柳,0,0,0,0,0,0.004149378,0,0,0,0,0
南安城,0,0,0,0,0,0,0,0,0,0,0
白石,0,0.000137779,0,0,0.000127097,0.000126135,0,0,0,0,0
愛知川,0,0,0,0.001923077,0,0.001686341,0,0,0,0,0
高速神戸,0,0,0,0,0,3.99E-05,0,0,0,0,0
天王,0,0,0,0,0,0,0,0,0,0,0
佐古木,0,0,0,0,0,0.000362582,0,0,0,0,0
竹原,0,0,0,0,0,0.000524659,0,0,0,0,0
谷町九丁目,0,0,0,0,0,0,0,0,0,0,0
水前寺,0,0,0,0,0,0,0,0,0,0,0
藤沢本町,0,0,0,4.64E-05,0,4.58E-05,0,0,0,0,0
鹿島,0,0,0,0,0,0.001672241,0,0,0,0,0
幡ヶ谷,0,0,0,0,0,3.13E-05,0,0,0,0,0
浦安,0,1.37E-05,0,1.33E-05,0,1.28E-05,0,0,0,0,0
紀伊内原,0,0,0,0,0,0.002564103,0,0,0,0,0
岩屋,0,0,0,0.000203542,0,8.94E-05,0,0,0,0,0
置賜,0,0,0,0,0,0,0,0,0,0,0
藤が丘,0,0,0,1.77E-05,1.70E-05,1.70E-05,0,0,0,0,0
長者町,0,0,0.000865052,0,0,0.001012146,0,0,0,0,0
浜川崎,0,0,0,0,0,0,0,0,0,0,0
新加納,0,0,0,0,0,0,0,0,0,0,0
雄信内,0,0,0,0,0,0,0,0,0,0,0
西大原,0,0,0,0,0,0.052631579,0,0,0,0,0
白市,0,0,0,0,0,0.000263713,0,0,0,0,0
つきみ野,0,0,0.000194553,0,0,9.38E-05,0,0,0,0,0
上ノ太子,0,0,0.000213904,0,0,0.000204415,0,0,0,0,0
奥中山高原,0,0,0,0.00265252,0,0.002816901,0,0,0,0,0
来待,0,0,0,0,0,0.003546099,0,0,0,0,0
関目高殿,0,0,0,0,0,6.81E-05,0,0,0,0,0
大手町,0,0,1.21E-05,1.16E-05,0,1.05E-05,0,0,0,0,0
日立木,0,0,0,0,0,0,0,0,0,0,0
袋,0,0,0,0,0,0.05,0,0,0,0,0
西畑,0,0,0,0,0,0.090909091,0,0,0,0,0
腰越,0,0,0.00076864,0,0,0.000699627,0,0,0,0,0
高崎問屋町,0,0.000197083,0,0,0,0.000156006,0,0,0,0,0
有田,0,0,0.001398601,0.001362398,0,0.00137741,0,0,0,0,0
印西牧の原,0,0,0,0,0,7.66E-05,0,0,0,0,0
加須,0,7.02E-05,6.94E-05,0,7.10E-05,7.08E-05,0,0,0,0,0
甲斐住吉,0,0,0,0,0,0,0,0,0,0,0
竜田口,0,0,0,0,0,0,0,0,0,0,0
